                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                 0.7341,                 1.2461,                0.52974,                0.96601,                0.91959,                0.85495,                0.94056,                0.69894,                0.91959,                0.85495,                0.93893,                0.68445,                 0.9079,                 1.3478,                0.53612,                 1.1099,              0.0079408,              0.0079408,              0.0079408
                    106,                0.73521,                 1.2585,                 0.5293,                0.96714,                0.84354,                0.90785,                0.93805,                0.69873,                0.87618,                0.88055,                0.93187,                0.68715,                0.91478,                 1.3472,                0.55172,                 1.1106,               0.007921,               0.007921,               0.007921
                    107,                 0.7255,                   1.25,                0.52271,                0.96618,                0.88625,                0.88055,                0.93417,                0.70213,                0.88813,                0.88225,                0.93361,                0.68141,                0.89514,                 1.3408,                0.53407,                 1.0901,              0.0079012,              0.0079012,              0.0079012
                    108,                 0.7307,                 1.2737,                0.52514,                0.96343,                0.90263,                0.90166,                0.94018,                0.70329,                0.90604,                0.90507,                0.94124,                0.69125,                0.89552,                 1.3496,                0.51928,                 1.1047,              0.0078814,              0.0078814,              0.0078814
                    109,                  0.728,                 1.2523,                0.53064,                0.96676,                0.89447,                0.90785,                0.94547,                0.71798,                 0.9012,                0.91468,                0.94773,                0.69895,                0.88226,                 1.3394,                0.50576,                 1.0882,              0.0078616,              0.0078616,              0.0078616
                    110,                0.72839,                 1.2504,                0.52492,                0.96153,                0.91923,                 0.8686,                0.93458,                0.70268,                0.91368,                0.86704,                 0.9375,                0.68427,                0.90625,                 1.3303,                0.53533,                 1.0968,              0.0078418,              0.0078418,              0.0078418
                    111,                 0.7188,                 1.2467,                0.52404,                 0.9632,                0.85546,                0.90956,                 0.9378,                0.70319,                0.86028,                0.91468,                0.94083,                0.68832,                0.89572,                 1.3291,                0.51093,                 1.0982,               0.007822,               0.007822,               0.007822
                    112,                0.72099,                 1.2441,                0.51838,                0.96404,                0.86816,                0.89897,                0.93908,                0.70273,                0.87144,                0.90224,                0.93756,                0.68572,                0.89207,                 1.3363,                0.53038,                 1.0976,              0.0078022,              0.0078022,              0.0078022
                    113,                0.71625,                 1.2292,                 0.5207,                 0.9617,                0.87947,                0.89648,                 0.9415,                0.69626,                  0.881,                0.89703,                0.93641,                0.68718,                 0.9124,                  1.339,                0.52685,                 1.1139,              0.0077824,              0.0077824,              0.0077824
                    114,                0.71521,                 1.2366,                 0.5203,                0.96431,                0.93211,                0.86177,                0.94372,                0.71184,                0.93395,                0.86348,                0.94136,                0.69776,                0.88376,                 1.3295,                0.50367,                 1.0842,              0.0077626,              0.0077626,              0.0077626
                    115,                0.71475,                 1.2416,                0.51408,                0.95832,                0.91462,                0.85916,                 0.9319,                0.69606,                0.90868,                 0.8686,                0.93045,                0.68524,                 0.9105,                 1.3575,                0.53627,                 1.1039,              0.0077428,              0.0077428,              0.0077428
                    116,                0.71659,                 1.2513,                 0.5141,                0.96196,                0.89989,                0.86689,                0.94149,                0.70195,                0.92669,                0.84642,                0.94195,                0.69274,                0.88722,                 1.3382,                0.52786,                  1.095,               0.007723,               0.007723,               0.007723
                    117,                0.70626,                 1.2294,                0.51682,                0.95732,                0.91655,                0.88908,                0.94563,                0.70744,                0.92075,                0.89222,                0.94468,                0.69548,                0.88557,                 1.3393,                0.50162,                 1.0941,              0.0077032,              0.0077032,              0.0077032
                    118,                 0.7125,                 1.2278,                0.51371,                0.95437,                0.89834,                0.90785,                0.94551,                 0.7117,                0.90003,                0.90956,                0.94094,                0.69648,                 0.8798,                 1.3067,                0.51613,                 1.0851,              0.0076834,              0.0076834,              0.0076834
                    119,                0.70549,                 1.2293,                0.50809,                0.95316,                 0.8882,                0.90785,                0.94877,                0.71779,                0.89614,                0.91468,                0.95031,                0.70149,                 0.8812,                 1.3257,                0.51562,                 1.0821,              0.0076636,              0.0076636,              0.0076636
                    120,                0.71488,                 1.2237,                0.50391,                0.95447,                 0.9252,                0.84428,                0.94367,                0.71492,                0.90453,                0.87201,                0.94748,                0.70034,                0.87648,                 1.2943,                0.50377,                 1.0709,              0.0076438,              0.0076438,              0.0076438
                    121,                0.70993,                 1.2337,                0.51132,                0.95168,                0.88264,                0.89841,                0.94567,                0.71595,                0.88106,                0.89752,                0.94078,                0.69261,                 0.8778,                 1.3326,                 0.5137,                 1.0699,               0.007624,               0.007624,               0.007624
                    122,                0.70396,                 1.2137,                0.50621,                0.94955,                0.86788,                 0.9215,                0.94533,                0.70836,                0.91337,                0.88164,                0.94199,                0.69364,                0.88805,                 1.3278,                0.51988,                 1.0729,              0.0076042,              0.0076042,              0.0076042
                    123,                 0.7054,                 1.2153,                0.50347,                0.95286,                0.89315,                0.89863,                0.94585,                0.71008,                0.88057,                 0.9185,                0.94575,                0.70196,                0.87931,                    1.3,                0.51013,                  1.074,              0.0075844,              0.0075844,              0.0075844
                    124,                0.70887,                 1.2083,                0.50436,                0.95081,                0.89685,                0.91809,                 0.9442,                0.71554,                0.89886,                 0.9215,                0.94485,                0.70704,                0.87201,                  1.292,                0.49798,                 1.0684,              0.0075646,              0.0075646,              0.0075646
                    125,                0.69482,                 1.2117,                0.49757,                0.94808,                0.91353,                0.90148,                0.94819,                 0.7184,                 0.9218,                0.90518,                0.95333,                0.70696,                0.86877,                 1.2923,                0.49138,                 1.0744,              0.0075448,              0.0075448,              0.0075448
                    126,                0.69981,                 1.2137,                0.50387,                0.95479,                0.93122,                0.85495,                0.94402,                0.71033,                0.93409,                0.86007,                0.94524,                0.69555,                0.86614,                 1.3261,                0.49872,                 1.0728,               0.007525,               0.007525,               0.007525
                    127,                0.70825,                 1.2178,                0.50327,                0.95667,                0.89706,                0.90956,                0.94713,                0.71558,                0.94459,                 0.8727,                 0.9488,                 0.7042,                  0.872,                 1.3041,                0.47396,                 1.0744,              0.0075052,              0.0075052,              0.0075052
                    128,                0.69835,                 1.2048,                0.50116,                0.94974,                0.93458,                0.87764,                0.95065,                0.72053,                0.94237,                0.87543,                 0.9493,                0.70446,                0.86552,                 1.3086,                0.49292,                  1.068,              0.0074854,              0.0074854,              0.0074854
                    129,                0.69682,                 1.2149,                0.50083,                0.95077,                 0.8951,                0.90614,                0.94549,                0.71796,                0.90105,                0.90133,                0.94284,                0.70317,                0.86316,                 1.3106,                0.50149,                 1.0722,              0.0074656,              0.0074656,              0.0074656
                    130,                0.69535,                  1.201,                0.49828,                0.94859,                0.90762,                 0.8718,                0.94448,                0.71727,                0.91117,                0.87522,                0.94374,                0.69788,                0.88576,                 1.3559,                0.49884,                 1.0852,              0.0074458,              0.0074458,              0.0074458
                    131,                0.69288,                 1.1909,                0.49418,                0.95305,                0.87559,                0.92833,                0.94377,                 0.7132,                0.88842,                0.92321,                0.94465,                 0.6957,                0.86505,                 1.3482,                0.49069,                 1.0718,               0.007426,               0.007426,               0.007426
                    132,                0.68428,                 1.1912,                0.48758,                0.94663,                0.89604,                 0.9198,                0.94956,                0.71889,                0.89604,                 0.9198,                0.95148,                 0.7016,                0.86831,                 1.3343,                0.48546,                 1.0699,              0.0074062,              0.0074062,              0.0074062
                    133,                0.69332,                 1.1927,                0.49408,                0.94827,                0.88246,                0.90965,                0.94668,                0.71682,                0.90445,                0.90453,                0.94617,                 0.6982,                0.84832,                 1.3213,                0.50078,                 1.0646,              0.0073864,              0.0073864,              0.0073864
                    134,                0.69821,                 1.2353,                0.50497,                0.95141,                0.88891,                0.91491,                0.94517,                0.72037,                  0.897,                0.92142,                0.94743,                0.70058,                0.85102,                  1.317,                0.49225,                 1.0727,              0.0073666,              0.0073666,              0.0073666
                    135,                0.67479,                 1.1704,                0.48893,                0.94387,                 0.9073,                0.90191,                0.95091,                0.72239,                0.89248,                0.92321,                0.95275,                0.70282,                0.85118,                 1.3084,                0.48538,                 1.0733,              0.0073468,              0.0073468,              0.0073468
                    136,                0.67808,                  1.187,                0.48206,                0.94548,                0.90668,                0.91187,                0.95346,                0.72339,                0.91148,                0.91638,                0.95359,                 0.7068,                0.84125,                 1.3103,                0.48292,                 1.0657,               0.007327,               0.007327,               0.007327
                    137,                0.68419,                 1.1713,                0.48915,                0.94567,                0.91477,                 0.8975,                0.94859,                0.72175,                0.91815,                0.89932,                0.95205,                 0.7067,                0.85145,                 1.3121,                0.49426,                 1.0692,              0.0073072,              0.0073072,              0.0073072
                    138,                0.68516,                 1.1834,                0.49023,                0.94598,                0.89613,                 0.8942,                0.94759,                0.71866,                0.89442,                0.89249,                0.94355,                0.70333,                0.83706,                 1.2953,                0.50791,                 1.0635,              0.0072874,              0.0072874,              0.0072874
                    139,                0.69015,                 1.1717,                0.49362,                0.94545,                0.94768,                0.86554,                0.94697,                 0.7259,                  0.944,                0.86293,                0.94367,                0.70325,                0.84284,                 1.2779,                0.48467,                 1.0632,              0.0072676,              0.0072676,              0.0072676
                    140,                0.68291,                 1.1853,                 0.4833,                0.94394,                0.91595,                0.91809,                0.95792,                0.73107,                0.91595,                0.91809,                0.95649,                0.71226,                0.83431,                 1.3045,                0.46375,                 1.0594,              0.0072478,              0.0072478,              0.0072478
                    141,                0.67992,                 1.1691,                  0.488,                0.94252,                0.90765,                0.92251,                 0.9546,                0.72873,                0.90953,                0.91638,                0.94978,                 0.7085,                0.84167,                 1.2882,                0.46602,                 1.0625,               0.007228,               0.007228,               0.007228
                    142,                0.67289,                   1.17,                0.47649,                0.94039,                0.90771,                0.92833,                0.95373,                0.73063,                0.90489,                0.92545,                0.95184,                0.70651,                 0.8356,                 1.2991,                0.47215,                 1.0592,              0.0072082,              0.0072082,              0.0072082
                    143,                0.68147,                 1.1733,                0.47992,                 0.9425,                0.91367,                0.93174,                 0.9572,                0.73176,                0.91095,                0.92833,                0.95482,                0.71598,                0.85246,                 1.3015,                0.47362,                 1.0599,              0.0071884,              0.0071884,              0.0071884
                    144,                0.66653,                 1.1394,                0.47278,                 0.9345,                0.91227,                0.90503,                0.95243,                0.72285,                0.92206,                0.90851,                0.95461,                0.70981,                0.85679,                 1.3023,                0.47204,                 1.0686,              0.0071686,              0.0071686,              0.0071686
                    145,                0.67641,                  1.165,                0.48583,                0.93963,                0.92099,                0.88396,                0.95814,                0.72268,                0.90463,                0.90785,                0.95622,                0.70809,                0.85826,                 1.2957,                0.46743,                 1.0746,              0.0071488,              0.0071488,              0.0071488
                    146,                0.67384,                 1.1766,                0.48008,                0.93814,                0.92242,                0.88396,                0.95044,                 0.7254,                 0.9242,                0.88567,                0.95047,                0.70758,                0.85338,                 1.3023,                0.47598,                 1.0688,               0.007129,               0.007129,               0.007129
                    147,                0.67259,                 1.1638,                0.46887,                0.94098,                 0.9107,                0.89078,                0.95241,                0.72137,                0.91145,                 0.8942,                0.95131,                0.70749,                0.85225,                 1.3412,                0.47755,                 1.0691,              0.0071092,              0.0071092,              0.0071092
                    148,                0.67229,                 1.1727,                0.47795,                0.93835,                0.89279,                0.92374,                0.95216,                 0.7183,                0.89663,                 0.9198,                 0.9495,                0.70167,                0.86673,                 1.3456,                0.47824,                 1.0793,              0.0070894,              0.0070894,              0.0070894
                    149,                0.67534,                 1.1545,                0.48167,                0.94578,                0.90416,                0.89249,                 0.9521,                0.71368,                0.90935,                0.89761,                0.95021,                 0.6988,                0.87478,                 1.3236,                0.48578,                 1.0894,              0.0070696,              0.0070696,              0.0070696
                    150,                0.66812,                 1.1567,                0.47373,                0.93699,                0.90538,                 0.9215,                0.95439,                0.71753,                0.90771,                 0.9215,                 0.9548,                0.70393,                0.86737,                 1.3242,                0.48163,                 1.0833,              0.0070498,              0.0070498,              0.0070498
                    151,                0.66767,                 1.1675,                0.46905,                0.93904,                0.89483,                 0.9198,                0.94949,                 0.7165,                0.90207,                0.91173,                0.94661,                0.69842,                   0.87,                 1.3041,                0.47826,                 1.0812,                0.00703,                0.00703,                0.00703
                    152,                0.67389,                 1.1721,                0.48013,                 0.9443,                0.88701,                 0.9198,                0.94908,                0.71752,                0.89182,                0.92491,                 0.9506,                0.70433,                0.86532,                  1.308,                0.47795,                 1.0784,              0.0070102,              0.0070102,              0.0070102
                    153,                0.67443,                 1.1693,                0.47151,                0.94152,                0.90385,                0.91441,                0.95312,                0.72395,                 0.9106,                0.92124,                0.95252,                0.70875,                0.85771,                 1.2841,                0.47252,                 1.0707,              0.0069904,              0.0069904,              0.0069904
                    154,                0.66843,                 1.1832,                0.47782,                0.93942,                    0.9,                0.92149,                 0.9513,                0.72084,                0.90167,                 0.9232,                0.94998,                0.70445,                0.85741,                 1.2862,                0.49246,                  1.069,              0.0069706,              0.0069706,              0.0069706
                    155,                0.67093,                 1.1529,                0.47224,                 0.9373,                0.90383,                0.92833,                0.94851,                0.72416,                 0.9065,                0.92646,                0.94326,                0.70581,                0.85053,                 1.2826,                0.47187,                 1.0628,              0.0069508,              0.0069508,              0.0069508
                    156,                 0.6657,                 1.1532,                0.47129,                0.93826,                0.90296,                0.92094,                0.94982,                 0.7267,                0.90134,                0.91983,                0.94313,                0.71125,                0.83873,                  1.284,                0.47955,                 1.0597,               0.006931,               0.006931,               0.006931
                    157,                0.66764,                 1.1627,                0.46978,                0.93725,                0.90004,                0.93728,                0.95399,                0.73557,                0.90168,                0.93899,                0.94943,                0.71667,                0.83366,                 1.2925,                0.46925,                 1.0567,              0.0069112,              0.0069112,              0.0069112
                    158,                0.66402,                 1.1474,                0.46857,                0.94132,                0.88213,                0.91956,                0.95395,                0.73035,                0.88372,                0.92081,                0.94552,                0.71329,                 0.8338,                 1.2912,                0.47215,                 1.0552,              0.0068914,              0.0068914,              0.0068914
                    159,                0.66619,                 1.1538,                0.47155,                0.93757,                0.86915,                0.93003,                 0.9555,                0.72659,                0.87333,                 0.9295,                0.95044,                0.71363,                0.83941,                 1.2762,                0.47874,                 1.0597,              0.0068716,              0.0068716,              0.0068716
                    160,                0.65466,                 1.1397,                0.46352,                  0.931,                0.89914,                 0.8942,                0.95399,                0.72541,                0.89377,                0.91888,                0.95458,                0.71633,                0.83686,                 1.3273,                0.48494,                 1.0561,              0.0068518,              0.0068518,              0.0068518
                    161,                0.66245,                  1.135,                0.47134,                0.93693,                 0.8804,                0.94214,                0.95425,                0.72932,                0.88181,                0.94219,                0.95382,                0.71651,                0.83655,                 1.3236,                0.47149,                 1.0507,               0.006832,               0.006832,               0.006832
                    162,                0.65268,                 1.1153,                0.45949,                 0.9331,                0.89015,                0.93003,                0.95695,                 0.7334,                 0.8928,                0.92833,                0.95436,                0.71448,                0.83542,                 1.3321,                0.46836,                 1.0554,              0.0068122,              0.0068122,              0.0068122
                    163,                0.65586,                 1.1251,                 0.4554,                0.93085,                 0.9187,                 0.8959,                0.95428,                0.73084,                0.92118,                0.89745,                0.95005,                0.71192,                0.83184,                 1.2913,                 0.4696,                 1.0525,              0.0067924,              0.0067924,              0.0067924
                    164,                0.65034,                 1.1422,                 0.4559,                0.93199,                0.88949,                0.92029,                0.95172,                0.73289,                0.94167,                0.88158,                0.94797,                0.71499,                0.83364,                  1.276,                0.46553,                 1.0588,              0.0067726,              0.0067726,              0.0067726
                    165,                0.65562,                 1.1277,                0.46192,                0.93393,                0.93478,                0.88051,                0.95691,                0.73637,                0.93164,                0.88908,                0.95076,                0.71672,                0.83097,                 1.2882,                 0.4611,                 1.0579,              0.0067528,              0.0067528,              0.0067528
                    166,                0.65094,                   1.14,                0.46011,                0.93298,                0.89521,                0.92321,                 0.9542,                0.73618,                0.89886,                0.92662,                0.95308,                0.71684,                 0.8247,                 1.2938,                0.46163,                 1.0542,               0.006733,               0.006733,               0.006733
                    167,                0.65029,                 1.1304,                0.46011,                0.93329,                0.90983,                 0.8954,                0.95615,                0.73225,                 0.9133,                0.89881,                0.94886,                0.71599,                  0.835,                 1.2846,                 0.4637,                 1.0606,              0.0067132,              0.0067132,              0.0067132
                    168,                0.64817,                 1.1349,                 0.4582,                0.92753,                0.92283,                0.89761,                0.95927,                0.73598,                0.92283,                0.89761,                0.95133,                0.71764,                0.83067,                 1.2959,                0.46764,                 1.0597,              0.0066934,              0.0066934,              0.0066934
                    169,                0.65578,                 1.1245,                0.45721,                0.93003,                0.91173,                0.91657,                0.96135,                0.73771,                0.91003,                0.91487,                0.95473,                0.71921,                0.84059,                 1.2937,                 0.4636,                 1.0588,              0.0066736,              0.0066736,              0.0066736
                    170,                0.64714,                 1.1168,                0.45114,                0.92967,                0.89391,                0.91809,                0.96137,                0.73549,                0.89423,                 0.9198,                0.95832,                0.71853,                 0.8432,                 1.3062,                0.47333,                 1.0576,              0.0066538,              0.0066538,              0.0066538
                    171,                0.65044,                 1.1255,                 0.4571,                0.93143,                0.87735,                0.94198,                0.96055,                0.73799,                0.87983,                0.94198,                0.95648,                0.72327,                0.83672,                 1.3039,                0.46008,                 1.0516,               0.006634,               0.006634,               0.006634
                    172,                0.64693,                 1.1152,                0.45098,                0.92841,                0.89485,                0.93345,                0.96235,                0.73885,                0.88994,                0.92833,                0.95613,                0.72147,                0.82199,                 1.2966,                0.45183,                 1.0495,              0.0066142,              0.0066142,              0.0066142
                    173,                0.64486,                 1.1177,                0.44893,                0.93107,                0.92591,                0.91701,                0.96479,                0.73742,                0.92074,                0.91189,                0.95711,                  0.723,                0.82859,                 1.3086,                 0.4494,                 1.0527,              0.0065944,              0.0065944,              0.0065944
                    174,                0.63402,                 1.1091,                0.44426,                0.92742,                0.91188,                0.91824,                 0.9599,                0.72935,                0.91876,                0.91468,                0.95365,                0.71944,                0.82984,                 1.3069,                0.45101,                 1.0529,              0.0065746,              0.0065746,              0.0065746
                    175,                0.64714,                 1.1245,                0.45054,                0.93056,                0.91061,                0.91468,                0.96412,                0.73646,                0.90891,                0.91297,                0.95563,                0.72068,                0.82626,                 1.3123,                0.44559,                 1.0502,              0.0065548,              0.0065548,              0.0065548
                    176,                 0.6536,                 1.1412,                0.45639,                0.93231,                0.93798,                0.90335,                0.96169,                0.73639,                0.93621,                0.90164,                0.95817,                0.71913,                 0.8315,                 1.3078,                0.44534,                 1.0548,               0.006535,               0.006535,               0.006535
                    177,                 0.6407,                 1.1228,                0.45072,                 0.9284,                 0.9126,                0.90956,                0.95418,                0.73656,                0.91432,                0.91126,                0.95267,                0.72094,                0.83402,                 1.3206,                0.44609,                 1.0564,              0.0065152,              0.0065152,              0.0065152
                    178,                0.64011,                 1.1127,                0.45036,                0.92917,                0.92359,                 0.9076,                0.95449,                0.73458,                0.92707,                0.91102,                0.95563,                0.71803,                0.82826,                 1.3191,                0.43975,                 1.0537,              0.0064954,              0.0064954,              0.0064954
                    179,                0.64296,                 1.1077,                0.44616,                0.93039,                0.92479,                0.90222,                0.95696,                0.73527,                0.92828,                0.90563,                0.95671,                0.71768,                0.83516,                 1.3166,                 0.4321,                 1.0629,              0.0064756,              0.0064756,              0.0064756
                    180,                0.63963,                 1.1107,                0.45033,                0.92795,                0.92263,                0.90102,                 0.9584,                 0.7391,                0.92612,                0.90444,                0.95994,                0.71935,                0.83068,                 1.3251,                0.43747,                 1.0609,              0.0064558,              0.0064558,              0.0064558
                    181,                0.63242,                 1.1094,                0.44634,                0.92491,                0.92964,                0.90102,                0.95747,                0.73775,                0.93639,                0.90439,                 0.9592,                0.72223,                0.83243,                 1.3094,                0.43725,                 1.0632,               0.006436,               0.006436,               0.006436
                    182,                 0.6332,                 1.1073,                0.44478,                0.92212,                0.90391,                0.93102,                 0.9603,                0.74005,                0.90722,                0.93443,                0.95823,                0.72031,                0.82947,                  1.306,                0.44247,                 1.0593,              0.0064162,              0.0064162,              0.0064162
                    183,                0.62975,                 1.0858,                0.44044,                0.92517,                0.92299,                0.90956,                0.96037,                0.73979,                0.93714,                0.90273,                0.95739,                 0.7229,                0.82182,                 1.3053,                0.43443,                  1.056,              0.0063964,              0.0063964,              0.0063964
                    184,                0.63193,                 1.0986,                0.43991,                0.92709,                0.91598,                0.93016,                0.95922,                0.74273,                 0.9251,                0.92744,                0.96086,                0.72257,                0.81764,                 1.3069,                0.43056,                 1.0553,              0.0063766,              0.0063766,              0.0063766
                    185,                 0.6409,                 1.0897,                0.44803,                0.92582,                0.89929,                0.93003,                0.95762,                0.73932,                0.94395,                0.88396,                0.95124,                 0.7187,                0.82041,                 1.3134,                0.43886,                 1.0572,              0.0063568,              0.0063568,              0.0063568
                    186,                0.64099,                 1.1199,                0.44649,                0.92291,                 0.9442,                0.87713,                0.95777,                0.73877,                0.94604,                0.87884,                0.95585,                0.71942,                0.81466,                 1.3078,                0.44795,                  1.051,               0.006337,               0.006337,               0.006337
                    187,                0.63572,                 1.0956,                0.44726,                0.92564,                 0.9444,                 0.8695,                0.95708,                0.73843,                 0.9481,                0.87291,                0.95562,                0.71761,                0.81582,                 1.3024,                0.44914,                 1.0492,              0.0063172,              0.0063172,              0.0063172
                    188,                0.63152,                 1.0874,                0.43751,                 0.9226,                0.92412,                0.89362,                0.95817,                0.73695,                0.93986,                0.87543,                 0.9565,                0.71782,                0.81587,                 1.2984,                0.45246,                 1.0444,              0.0062974,              0.0062974,              0.0062974
                    189,                 0.6271,                 1.1052,                0.44063,                0.91977,                0.90817,                0.89449,                 0.9548,                0.73399,                0.90817,                0.89449,                0.95313,                0.71536,                0.81541,                 1.2918,                0.45563,                 1.0442,              0.0062776,              0.0062776,              0.0062776
                    190,                0.63079,                 1.0843,                0.43595,                0.92178,                0.89838,                0.92321,                0.95545,                0.73952,                0.90308,                0.91638,                0.95418,                0.71788,                0.81259,                 1.2881,                0.44846,                 1.0432,              0.0062578,              0.0062578,              0.0062578
                    191,                 0.6212,                 1.0825,                0.42934,                0.92113,                0.93459,                0.90219,                0.95817,                0.74034,                0.94166,                0.90902,                0.95677,                0.72008,                0.81189,                  1.293,                0.44438,                 1.0468,               0.006238,               0.006238,               0.006238
                    192,                0.62766,                 1.0994,                 0.4365,                0.92051,                0.91832,                0.92833,                0.96038,                0.73892,                0.92921,                0.92321,                0.96133,                0.71753,                0.81544,                 1.2984,                0.44221,                 1.0496,              0.0062182,              0.0062182,              0.0062182
                    193,                0.62843,                 1.0986,                0.43818,                0.92565,                 0.9279,                0.92246,                0.96243,                0.73697,                0.93254,                0.91995,                0.96189,                0.72026,                0.82485,                  1.312,                0.44443,                 1.0565,              0.0061984,              0.0061984,              0.0061984
                    194,                0.62546,                 1.0798,                0.43647,                0.92178,                0.92731,                 0.9215,                0.96173,                0.73653,                0.92903,                0.92321,                0.96012,                0.71984,                0.82773,                 1.3147,                0.43904,                 1.0551,              0.0061786,              0.0061786,              0.0061786
                    195,                 0.6285,                 1.0991,                0.43346,                0.92254,                0.88756,                0.95222,                0.96025,                0.73396,                0.88619,                0.95051,                0.95671,                0.71884,                0.82287,                 1.3183,                0.44347,                 1.0508,              0.0061588,              0.0061588,              0.0061588
                    196,                0.62472,                  1.092,                0.43511,                0.91854,                0.87844,                 0.9471,                0.95395,                0.73165,                0.88145,                 0.9471,                0.95221,                0.71684,                0.81832,                  1.317,                0.45181,                  1.047,               0.006139,               0.006139,               0.006139
                    197,                0.62509,                 1.0834,                0.43004,                0.91929,                0.87985,                0.93722,                0.95422,                0.73698,                0.91298,                0.91638,                0.95363,                0.72032,                0.81067,                 1.3164,                0.44852,                 1.0442,              0.0061192,              0.0061192,              0.0061192
                    198,                0.62349,                 1.0906,                0.43055,                0.92446,                0.94104,                0.88567,                0.95389,                0.73434,                0.94467,                0.88908,                0.95361,                 0.7196,                0.80472,                 1.3068,                0.44785,                 1.0421,              0.0060994,              0.0060994,              0.0060994
                    199,                0.62702,                  1.088,                0.43692,                0.92537,                0.94211,                0.88055,                0.95396,                0.73478,                0.95568,                0.88311,                0.95601,                0.72159,                0.80299,                   1.29,                0.44914,                  1.042,              0.0060796,              0.0060796,              0.0060796
                    200,                0.62356,                 1.0726,                0.43442,                0.91828,                0.92034,                 0.9198,                0.95697,                0.73687,                0.92896,                0.91638,                 0.9548,                0.72248,                0.79914,                 1.2814,                0.44988,                 1.0404,              0.0060598,              0.0060598,              0.0060598
                    201,                0.62406,                 1.0787,                 0.4331,                0.92104,                0.93723,                0.90102,                0.95753,                0.73843,                0.93723,                0.90102,                0.95397,                0.72081,                0.80433,                 1.2909,                0.44094,                 1.0425,                0.00604,                0.00604,                0.00604
                    202,                0.61925,                 1.0772,                0.42899,                 0.9183,                0.91269,                0.92762,                0.96045,                0.73887,                0.95503,                0.88225,                0.95624,                0.72257,                0.81018,                 1.2946,                0.43734,                 1.0445,              0.0060202,              0.0060202,              0.0060202
                    203,                0.61798,                 1.0713,                0.43169,                0.91737,                0.90395,                0.94198,                0.95898,                0.73971,                0.92891,                0.91468,                0.95489,                0.72187,                0.80813,                 1.2968,                0.43141,                 1.0433,              0.0060004,              0.0060004,              0.0060004
                    204,                0.61612,                 1.0682,                 0.4256,                0.91863,                0.90268,                0.93384,                0.95599,                0.73972,                0.90547,                0.93172,                0.95531,                0.72216,                0.81566,                 1.2987,                0.43509,                   1.05,              0.0059806,              0.0059806,              0.0059806
                    205,                0.62118,                 1.0769,                0.42959,                0.91934,                0.94887,                0.88396,                0.95742,                0.74151,                0.90436,                0.92491,                0.95169,                0.72037,                0.81607,                 1.3021,                 0.4378,                 1.0507,              0.0059608,              0.0059608,              0.0059608
                    206,                0.61992,                 1.0869,                0.43066,                0.91728,                0.91012,                0.91578,                0.95082,                0.73754,                0.91346,                0.91866,                0.94963,                0.71608,                0.81375,                 1.3117,                0.43944,                 1.0484,               0.005941,               0.005941,               0.005941
                    207,                0.61629,                 1.0717,                0.42227,                0.91599,                0.90285,                0.93857,                0.95559,                0.73514,                0.90392,                0.94027,                0.95323,                0.72026,                0.81295,                 1.3094,                0.43725,                 1.0487,              0.0059212,              0.0059212,              0.0059212
                    208,                0.61355,                 1.0578,                0.42841,                0.91599,                0.90842,                  0.931,                0.95653,                0.73654,                0.90675,                 0.9293,                 0.9504,                0.71815,                0.81544,                 1.3168,                0.43581,                 1.0515,              0.0059014,              0.0059014,              0.0059014
                    209,                0.62292,                 1.0733,                0.43182,                0.91978,                 0.9116,                0.93267,                 0.9572,                0.73866,                0.91651,                0.92491,                0.95081,                0.71941,                0.81429,                 1.3132,                0.43423,                 1.0526,              0.0058816,              0.0058816,              0.0058816
                    210,                 0.6179,                 1.0839,                0.42562,                 0.9169,                0.90444,                0.93681,                0.95575,                0.73736,                0.90995,                 0.9312,                0.95183,                 0.7195,                0.81296,                 1.3109,                0.43729,                 1.0494,              0.0058618,              0.0058618,              0.0058618
                    211,                0.61072,                 1.0604,                0.42463,                0.91392,                 0.9016,                0.93515,                0.95663,                0.73955,                0.90611,                0.93345,                0.95254,                 0.7201,                0.81051,                  1.306,                0.43615,                 1.0475,               0.005842,               0.005842,               0.005842
                    212,                0.61241,                  1.061,                 0.4177,                0.91868,                 0.9032,                0.93686,                 0.9586,                0.73976,                0.90726,                0.93486,                0.95387,                0.72334,                0.80982,                  1.302,                0.43704,                 1.0455,              0.0058222,              0.0058222,              0.0058222
                    213,                0.61304,                 1.0712,                0.42455,                0.91461,                0.89895,                0.93345,                0.95865,                 0.7405,                0.90288,                0.93686,                0.95852,                0.72402,                0.80976,                 1.2939,                0.43299,                 1.0458,              0.0058024,              0.0058024,              0.0058024
                    214,                0.61481,                  1.054,                0.42173,                0.91441,                0.90054,                0.93857,                 0.9591,                0.74144,                0.90432,                0.94198,                 0.9574,                0.72527,                0.80845,                 1.2936,                0.43107,                 1.0439,              0.0057826,              0.0057826,              0.0057826
